,class_label
20211C148_20210413_040000_53,4
20211C148_20210413_040000_54,4
20211C148_20210413_040000_55,4
20211C148_20210413_040000_56,4
20211C148_20210413_040000_57,4
20211C148_20210413_040000_58,4
20211C148_20210413_040000_59,4
20211C148_20210413_040000_60,4
20211C148_20210413_040000_61,4
20211C148_20210413_040000_62,4
20211C148_20210413_040000_63,4
20211C148_20210413_040000_64,4
20211C148_20210413_040000_65,4
20211C148_20210413_040000_66,4
20211C148_20210413_040000_67,4
20211C148_20210413_040000_68,4
20211C148_20210413_040000_69,4
20211C148_20210413_040000_70,4
20211C148_20210413_040000_77,1
20211C148_20210413_040000_78,1
20211C148_20210413_040000_79,1
20211C148_20210413_050000_0,2
20211C148_20210413_050000_1,2
20211C148_20210413_050000_10,3
20211C148_20210413_050000_11,3
20211C148_20210413_050000_12,3
20211C148_20210413_050000_13,3
20211C148_20210413_050000_2,2
20211C148_20210413_050000_27,3
20211C148_20210413_050000_28,3
20211C148_20210413_050000_3,2
20211C148_20210413_050000_4,2
20211C148_20210413_050000_5,2
20211C148_20210413_050000_6,2
20211C148_20210413_050000_8,3
20211C148_20210413_050000_9,3
20211MP42_20210423_040000_101,2
20211MP42_20210423_040000_102,2
20211MP42_20210423_040000_106,2
20211MP42_20210423_040000_108,2
20211MP42_20210423_040000_11,1
20211MP42_20210423_040000_112,2
20211MP42_20210423_040000_113,2
20211MP42_20210423_040000_114,2
20211MP42_20210423_040000_117,2
20211MP42_20210423_040000_118,2
20211MP42_20210423_040000_119,2
20211MP42_20210423_040000_12,1
20211MP42_20210423_040000_120,2
20211MP42_20210423_040000_121,2
20211MP42_20210423_040000_122,2
20211MP42_20210423_040000_124,2
20211MP42_20210423_040000_125,2
20211MP42_20210423_040000_126,2
20211MP42_20210423_040000_127,2
20211MP42_20210423_040000_129,2
20211MP42_20210423_040000_13,1
20211MP42_20210423_040000_14,1
20211MP42_20210423_040000_15,1
20211MP42_20210423_040000_159,2
20211MP42_20210423_040000_16,1
20211MP42_20210423_040000_17,1
20211MP42_20210423_040000_171,1
20211MP42_20210423_040000_172,1
20211MP42_20210423_040000_173,1
20211MP42_20210423_040000_174,1
20211MP42_20210423_040000_175,1
20211MP42_20210423_040000_176,1
20211MP42_20210423_040000_177,1
20211MP42_20210423_040000_178,1
20211MP42_20210423_040000_179,1
20211MP42_20210423_040000_18,1
20211MP42_20210423_040000_180,1
20211MP42_20210423_040000_181,1
20211MP42_20210423_040000_182,1
20211MP42_20210423_040000_183,1
20211MP42_20210423_040000_184,1
20211MP42_20210423_040000_185,1
20211MP42_20210423_040000_186,1
20211MP42_20210423_040000_187,1
20211MP42_20210423_040000_188,1
20211MP42_20210423_040000_189,1
20211MP42_20210423_040000_19,1
20211MP42_20210423_040000_190,1
20211MP42_20210423_040000_191,1
20211MP42_20210423_040000_192,1
20211MP42_20210423_040000_193,1
20211MP42_20210423_040000_194,1
20211MP42_20210423_040000_195,1
20211MP42_20210423_040000_196,1
20211MP42_20210423_040000_197,1
20211MP42_20210423_040000_198,1
20211MP42_20210423_040000_199,1
20211MP42_20210423_040000_20,1
20211MP42_20210423_040000_200,1
20211MP42_20210423_040000_201,1
20211MP42_20210423_040000_202,1
20211MP42_20210423_040000_203,1
20211MP42_20210423_040000_204,1
20211MP42_20210423_040000_205,1
20211MP42_20210423_040000_206,1
20211MP42_20210423_040000_207,1
20211MP42_20210423_040000_208,1
20211MP42_20210423_040000_209,1
20211MP42_20210423_040000_21,1
20211MP42_20210423_040000_22,1
20211MP42_20210423_040000_23,1
20211MP42_20210423_040000_24,1
20211MP42_20210423_040000_25,1
20211MP42_20210423_040000_26,1
20211MP42_20210423_040000_27,1
20211MP42_20210423_040000_28,1
20211MP42_20210423_040000_29,1
20211MP42_20210423_040000_30,1
20211MP42_20210423_040000_31,1
20211MP42_20210423_040000_32,1
20211MP42_20210423_040000_33,1
20211MP42_20210423_040000_34,0
20211MP42_20210423_040000_35,0
20211MP42_20210423_040000_36,0
20211MP42_20210423_040000_37,0
20211MP42_20210423_040000_38,0
20211MP42_20210423_040000_39,0
20211MP42_20210423_040000_40,0
20211MP42_20210423_040000_41,0
20211MP42_20210423_040000_42,0
20211MP42_20210423_040000_43,0
20211MP42_20210423_040000_44,0
20211MP42_20210423_040000_45,0
20211MP42_20210423_040000_46,0
20211MP42_20210423_040000_47,0
20211MP42_20210423_040000_48,0
20211MP42_20210423_040000_49,0
20211MP42_20210423_040000_50,0
20211MP42_20210423_040000_51,0
20211MP42_20210423_040000_52,0
20211MP42_20210423_040000_53,0
20211MP42_20210423_040000_54,0
20211MP42_20210423_040000_55,0
20211MP42_20210423_040000_56,0
20211MP42_20210423_040000_57,0
20211MP42_20210423_040000_58,0
20211MP42_20210423_040000_59,0
20211MP42_20210423_040000_60,0
20211MP42_20210423_040000_61,0
20211MP42_20210423_040000_62,0
20211MP42_20210423_040000_63,0
20211MP42_20210423_040000_64,0
20211MP42_20210423_040000_65,0
20211MP42_20210423_040000_66,0
20211MP42_20210423_040000_67,0
20211MP42_20210423_040000_68,0
20211MP42_20210423_040000_69,0
20211MP42_20210423_040000_7,1
20211MP42_20210423_040000_70,0
20211MP42_20210423_040000_71,0
20211MP42_20210423_040000_72,0
20211MP42_20210423_040000_73,0
20211MP42_20210423_040000_74,0
20211MP42_20210423_040000_75,0
20211MP42_20210423_040000_76,0
20211MP42_20210423_040000_77,0
20211MP42_20210423_040000_78,0
20211MP42_20210423_040000_79,0
20211MP42_20210423_040000_8,1
20211MP42_20210423_040000_80,0
20211MP42_20210423_040000_81,0
20211MP42_20210423_040000_82,0
20211MP42_20210423_040000_83,0
20211MP42_20210423_040000_84,0
20211MP42_20210423_040000_85,0
20211MP42_20210423_040000_86,0
20211MP42_20210423_040000_87,0
20211MP42_20210423_040000_88,0
20211MP42_20210423_040000_89,0
20211MP42_20210423_040000_9,1
20211MP42_20210423_040000_90,0
20211MP42_20210423_040000_91,0
20211MP42_20210423_040000_92,0
20211MP42_20210423_040000_93,0
20211MP42_20210423_040000_94,0
20211MP42_20210423_040000_95,0
20211MP42_20210423_040000_96,2
20211MP42_20210423_040000_97,2
20211MP42_20210423_040000_98,2
20211MP42_20210423_040000_99,2
20211MP42_20210423_050000_10,0
20211MP42_20210423_050000_11,0
20211MP42_20210423_050000_12,0
20211MP42_20210423_050000_13,0
20211MP42_20210423_050000_14,0
20211MP42_20210423_050000_15,0
20211MP42_20210423_050000_16,0
20211MP42_20210423_050000_17,0
20211MP42_20210423_050000_20,0
20211MP42_20210423_050000_21,0
20211MP42_20210423_050000_27,2
20211MP42_20210423_050000_6,0
20211MP42_20210423_050000_7,0
20211MP42_20210423_050000_8,0
20211MP42_20210423_050000_9,0
20211MP42_20210424_040000_10,0
20211MP42_20210424_040000_11,0
20211MP42_20210424_040000_12,0
20211MP42_20210424_040000_13,0
20211MP42_20210424_040000_14,0
20211MP42_20210424_040000_15,0
20211MP42_20210424_040000_16,0
20211MP42_20210424_040000_17,0
20211MP42_20210424_040000_18,0
20211MP42_20210424_040000_19,0
20211MP42_20210424_040000_20,0
20211MP42_20210424_040000_21,0
20211MP42_20210424_040000_22,0
20211MP42_20210424_040000_23,0
20211MP42_20210424_040000_24,0
20211MP42_20210424_040000_25,0
20211MP42_20210424_040000_26,0
20211MP42_20210424_040000_27,0
20211MP42_20210424_040000_28,0
20211MP42_20210424_040000_32,2
20211MP42_20210424_040000_34,2
20211MP42_20210424_040000_35,2
20211MP42_20210424_040000_36,2
20211MP42_20210424_040000_39,2
20211MP42_20210424_040000_41,2
20211MP42_20210424_040000_42,2
20211MP42_20210424_040000_44,2
20211MP42_20210424_040000_45,2
20211MP42_20210424_040000_48,2
20211MP42_20210424_040000_49,2
20211MP42_20210424_040000_50,2
20211MP42_20210424_040000_51,2
20211MP42_20210424_040000_54,2
20211MP42_20210424_040000_55,2
20211MP42_20210424_040000_57,2
20211MP42_20210424_040000_59,1
20211MP42_20210424_040000_60,1
20211MP42_20210424_040000_61,1
20211MP42_20210424_040000_62,1
20211MP42_20210424_040000_63,1
20211MP42_20210424_040000_64,1
20211MP42_20210424_040000_65,1
20211MP42_20210424_040000_66,1
20211MP42_20210424_040000_67,1
20211MP42_20210424_040000_68,1
20211MP42_20210424_040000_69,1
20211MP42_20210424_040000_70,1
20211MP42_20210424_040000_71,1
20211MP42_20210424_040000_72,1
20211MP42_20210424_040000_73,1
20211MP42_20210424_040000_74,1
20211MP42_20210424_040000_75,1
20211MP42_20210424_040000_76,1
20211MP42_20210424_040000_77,1
20211MP42_20210424_040000_78,1
20211MP42_20210424_040000_79,1
20211MP42_20210424_040000_8,0
20211MP42_20210424_040000_80,1
20211MP42_20210424_040000_81,1
20211MP42_20210424_040000_82,1
20211MP42_20210424_040000_87,0
20211MP42_20210424_040000_88,0
20211MP42_20210424_040000_89,0
20211MP42_20210424_040000_92,2
20211MP42_20210425_040000_100,1
20211MP42_20210425_040000_102,0
20211MP42_20210425_040000_103,0
20211MP42_20210425_040000_104,0
20211MP42_20210425_040000_105,0
20211MP42_20210425_040000_106,0
20211MP42_20210425_040000_113,0
20211MP42_20210425_040000_114,0
20211MP42_20210425_040000_115,0
20211MP42_20210425_040000_16,0
20211MP42_20210425_040000_17,0
20211MP42_20210425_040000_18,0
20211MP42_20210425_040000_19,0
20211MP42_20210425_040000_20,0
20211MP42_20210425_040000_21,0
20211MP42_20210425_040000_22,0
20211MP42_20210425_040000_24,0
20211MP42_20210425_040000_25,0
20211MP42_20210425_040000_26,0
20211MP42_20210425_040000_27,0
20211MP42_20210425_040000_29,0
20211MP42_20210425_040000_30,0
20211MP42_20210425_040000_31,0
20211MP42_20210425_040000_32,0
20211MP42_20210425_040000_33,0
20211MP42_20210425_040000_34,0
20211MP42_20210425_040000_35,0
20211MP42_20210425_040000_36,0
20211MP42_20210425_040000_37,0
20211MP42_20210425_040000_38,0
20211MP42_20210425_040000_39,0
20211MP42_20210425_040000_40,0
20211MP42_20210425_040000_44,2
20211MP42_20210425_040000_46,2
20211MP42_20210425_040000_47,2
20211MP42_20210425_040000_49,2
20211MP42_20210425_040000_50,2
20211MP42_20210425_040000_51,2
20211MP42_20210425_040000_52,2
20211MP42_20210425_040000_53,2
20211MP42_20210425_040000_54,2
20211MP42_20210425_040000_56,2
20211MP42_20210425_040000_58,2
20211MP42_20210425_040000_59,2
20211MP42_20210425_040000_60,2
20211MP42_20210425_040000_61,2
20211MP42_20210425_040000_63,2
20211MP42_20210425_040000_64,2
20211MP42_20210425_040000_67,2
20211MP42_20210425_040000_69,2
20211MP42_20210425_040000_71,2
20211MP42_20210425_040000_72,2
20211MP42_20210425_040000_73,2
20211MP42_20210425_040000_74,2
20211MP42_20210425_040000_78,2
20211MP42_20210425_040000_79,2
20211MP42_20210425_040000_80,1
20211MP42_20210425_040000_81,1
20211MP42_20210425_040000_83,1
20211MP42_20210425_040000_84,1
20211MP42_20210425_040000_85,1
20211MP42_20210425_040000_86,1
20211MP42_20210425_040000_87,1
20211MP42_20210425_040000_88,1
20211MP42_20210425_040000_89,1
20211MP42_20210425_040000_90,1
20211MP42_20210425_040000_91,1
20211MP42_20210425_040000_92,1
20211MP42_20210425_040000_93,1
20211MP42_20210425_040000_94,1
20211MP42_20210425_040000_95,1
20211MP42_20210425_040000_96,1
20211MP42_20210425_040000_97,1
20211MP42_20210425_040000_98,1
20211MP42_20210425_040000_99,1
20211MP66_20210411_050000_118,3
20211MP66_20210411_050000_149,7
20211MP66_20210411_050000_61,4
20211MP66_20210411_050000_66,4
20211MP66_20210411_050000_70,4
20211MP66_20210411_050000_74,4
20211MP66_20210411_050000_75,4
20211MP66_20210411_050000_76,4
20211MP66_20210411_050000_77,4
20211MP66_20210411_050000_89,3
20211MP66_20210411_050000_91,3
20211MP66_20210411_050000_92,3
20211MP66_20210411_050000_95,3
20211MP66_20210411_050000_97,3
20211MP66_20210412_040000_10,4
20211MP66_20210412_040000_11,4
20211MP66_20210412_040000_12,4
20211MP66_20210412_040000_13,4
20211MP66_20210412_040000_14,4
20211MP66_20210412_040000_15,4
20211MP66_20210412_040000_16,4
20211MP66_20210412_040000_17,4
20211MP66_20210412_040000_18,4
20211MP66_20210412_040000_19,4
20211MP66_20210412_040000_20,3
20211MP66_20210412_040000_21,3
20211MP66_20210412_040000_22,3
20211MP66_20210412_040000_23,3
20211MP66_20210412_040000_24,3
20211MP66_20210412_040000_25,3
20211MP66_20210412_040000_26,3
20211MP66_20210412_040000_27,3
20211MP66_20210412_040000_28,3
20211MP66_20210412_040000_29,3
20211MP66_20210412_040000_30,3
20211MP66_20210412_040000_31,3
20211MP66_20210412_040000_32,3
20211MP66_20210412_040000_33,3
20211MP66_20210412_040000_34,3
20211MP66_20210412_040000_35,3
20211MP66_20210412_040000_36,3
20211MP66_20210412_040000_37,3
20211MP66_20210412_040000_38,3
20211MP66_20210412_040000_39,3
20211MP66_20210412_040000_40,3
20211MP66_20210412_040000_41,3
20211MP66_20210412_040000_42,3
20211MP66_20210412_040000_43,3
20211MP66_20210412_040000_44,3
20211MP66_20210412_040000_45,3
20211MP66_20210412_040000_46,3
20211MP66_20210412_040000_47,0
20211MP66_20210412_040000_48,0
20211MP66_20210412_040000_49,0
20211MP66_20210412_040000_5,4
20211MP66_20210412_040000_50,0
20211MP66_20210412_040000_51,0
20211MP66_20210412_040000_52,0
20211MP66_20210412_040000_53,0
20211MP66_20210412_040000_54,0
20211MP66_20210412_040000_55,0
20211MP66_20210412_040000_56,0
20211MP66_20210412_040000_57,0
20211MP66_20210412_040000_58,0
20211MP66_20210412_040000_59,0
20211MP66_20210412_040000_6,4
20211MP66_20210412_040000_60,0
20211MP66_20210412_040000_61,0
20211MP66_20210412_040000_62,0
20211MP66_20210412_040000_63,0
20211MP66_20210412_040000_64,0
20211MP66_20210412_040000_66,0
20211MP66_20210412_040000_67,0
20211MP66_20210412_040000_68,0
20211MP66_20210412_040000_69,0
20211MP66_20210412_040000_70,0
20211MP66_20210412_040000_71,0
20211MP66_20210412_040000_72,0
20211MP66_20210412_040000_73,0
20211MP66_20210412_040000_75,0
20211MP66_20210412_040000_76,0
20211MP66_20210412_040000_77,0
20211MP66_20210412_040000_78,0
20211MP66_20210412_040000_79,0
20211MP66_20210412_040000_8,4
20211MP66_20210412_040000_80,0
20211MP66_20210412_040000_81,0
20211MP66_20210412_040000_82,0
20211MP66_20210412_040000_83,0
20211MP66_20210412_040000_85,3
20211MP66_20210412_040000_86,3
20211MP66_20210412_040000_87,3
20211MP66_20210412_040000_88,3
20211MP66_20210412_040000_89,3
20211MP66_20210412_040000_9,4
20211MP66_20210412_040000_90,3
20211MP66_20210412_040000_91,3
20211MP66_20210412_040000_92,3
20211MP66_20210412_040000_93,3
20211MP66_20210412_050000_0,3
20211MP66_20210412_050000_1,3
20211MP66_20210412_050000_10,3
20211MP66_20210412_050000_100,3
20211MP66_20210412_050000_101,3
20211MP66_20210412_050000_102,3
20211MP66_20210412_050000_103,3
20211MP66_20210412_050000_104,3
20211MP66_20210412_050000_105,3
20211MP66_20210412_050000_106,3
20211MP66_20210412_050000_107,3
20211MP66_20210412_050000_108,3
20211MP66_20210412_050000_109,3
20211MP66_20210412_050000_11,3
20211MP66_20210412_050000_110,3
20211MP66_20210412_050000_111,3
20211MP66_20210412_050000_112,3
20211MP66_20210412_050000_114,3
20211MP66_20210412_050000_115,3
20211MP66_20210412_050000_12,3
20211MP66_20210412_050000_13,3
20211MP66_20210412_050000_14,3
20211MP66_20210412_050000_15,3
20211MP66_20210412_050000_16,3
20211MP66_20210412_050000_17,3
20211MP66_20210412_050000_18,3
20211MP66_20210412_050000_19,3
20211MP66_20210412_050000_2,3
20211MP66_20210412_050000_20,3
20211MP66_20210412_050000_21,3
20211MP66_20210412_050000_22,3
20211MP66_20210412_050000_23,3
20211MP66_20210412_050000_24,2
20211MP66_20210412_050000_26,2
20211MP66_20210412_050000_3,3
20211MP66_20210412_050000_32,2
20211MP66_20210412_050000_33,2
20211MP66_20210412_050000_36,2
20211MP66_20210412_050000_39,2
20211MP66_20210412_050000_4,3
20211MP66_20210412_050000_40,2
20211MP66_20210412_050000_42,2
20211MP66_20210412_050000_43,2
20211MP66_20210412_050000_44,2
20211MP66_20210412_050000_45,2
20211MP66_20210412_050000_47,2
20211MP66_20210412_050000_48,2
20211MP66_20210412_050000_49,2
20211MP66_20210412_050000_5,3
20211MP66_20210412_050000_50,2
20211MP66_20210412_050000_51,2
20211MP66_20210412_050000_52,2
20211MP66_20210412_050000_53,2
20211MP66_20210412_050000_54,2
20211MP66_20210412_050000_55,2
20211MP66_20210412_050000_57,2
20211MP66_20210412_050000_58,4
20211MP66_20210412_050000_59,4
20211MP66_20210412_050000_6,3
20211MP66_20210412_050000_60,4
20211MP66_20210412_050000_61,4
20211MP66_20210412_050000_62,4
20211MP66_20210412_050000_63,4
20211MP66_20210412_050000_64,4
20211MP66_20210412_050000_65,4
20211MP66_20210412_050000_66,4
20211MP66_20210412_050000_7,3
20211MP66_20210412_050000_73,6
20211MP66_20210412_050000_78,6
20211MP66_20210412_050000_8,3
20211MP66_20210412_050000_80,6
20211MP66_20210412_050000_81,6
20211MP66_20210412_050000_83,6
20211MP66_20210412_050000_85,6
20211MP66_20210412_050000_9,3
20211MP66_20210412_050000_90,3
20211MP66_20210412_050000_91,3
20211MP66_20210412_050000_92,3
20211MP66_20210412_050000_93,3
20211MP66_20210412_050000_94,3
20211MP66_20210412_050000_95,3
20211MP66_20210412_050000_96,3
20211MP66_20210412_050000_97,3
20211MP66_20210412_050000_98,3
20211MP66_20210412_050000_99,3
20211MP66_20210413_040000_10,4
20211MP66_20210413_040000_11,4
20211MP66_20210413_040000_12,4
20211MP66_20210413_040000_14,0
20211MP66_20210413_040000_15,0
20211MP66_20210413_040000_16,0
20211MP66_20210413_040000_17,0
20211MP66_20210413_040000_18,0
20211MP66_20210413_040000_20,0
20211MP66_20210413_040000_21,0
20211MP66_20210413_040000_23,0
20211MP66_20210413_040000_24,0
20211MP66_20210413_040000_25,0
20211MP66_20210413_040000_26,0
20211MP66_20210413_040000_27,0
20211MP66_20210413_040000_28,0
20211MP66_20210413_040000_3,4
20211MP66_20210413_040000_32,3
20211MP66_20210413_040000_34,3
20211MP66_20210413_040000_35,3
20211MP66_20210413_040000_36,3
20211MP66_20210413_040000_37,3
20211MP66_20210413_040000_38,3
20211MP66_20210413_040000_39,3
20211MP66_20210413_040000_4,4
20211MP66_20210413_040000_40,3
20211MP66_20210413_040000_41,3
20211MP66_20210413_040000_42,3
20211MP66_20210413_040000_43,3
20211MP66_20210413_040000_44,3
20211MP66_20210413_040000_45,3
20211MP66_20210413_040000_46,3
20211MP66_20210413_040000_47,3
20211MP66_20210413_040000_48,3
20211MP66_20210413_040000_49,3
20211MP66_20210413_040000_5,4
20211MP66_20210413_040000_50,3
20211MP66_20210413_040000_51,3
20211MP66_20210413_040000_52,3
20211MP66_20210413_040000_53,3
20211MP66_20210413_040000_54,3
20211MP66_20210413_040000_55,3
20211MP66_20210413_040000_56,3
20211MP66_20210413_040000_57,3
20211MP66_20210413_040000_58,3
20211MP66_20210413_040000_59,3
20211MP66_20210413_040000_6,4
20211MP66_20210413_040000_60,3
20211MP66_20210413_040000_61,3
20211MP66_20210413_040000_62,3
20211MP66_20210413_040000_63,3
20211MP66_20210413_040000_64,3
20211MP66_20210413_040000_65,3
20211MP66_20210413_040000_66,3
20211MP66_20210413_040000_67,3
20211MP66_20210413_040000_68,3
20211MP66_20210413_040000_69,3
20211MP66_20210413_040000_7,4
20211MP66_20210413_040000_71,4
20211MP66_20210413_040000_72,4
20211MP66_20210413_040000_73,4
20211MP66_20210413_040000_74,4
20211MP66_20210413_040000_75,4
20211MP66_20210413_040000_76,4
20211MP66_20210413_040000_77,4
20211MP66_20210413_040000_78,4
20211MP66_20210413_040000_79,4
20211MP66_20210413_040000_8,4
20211MP66_20210413_040000_80,4
20211MP66_20210413_040000_81,4
20211MP66_20210413_040000_83,4
20211MP66_20210413_040000_84,4
20211MP66_20210413_040000_85,4
20211MP66_20210413_040000_86,4
20211MP66_20210413_040000_87,4
20211MP66_20210413_040000_88,4
20211MP66_20210413_040000_89,4
20211MP66_20210413_040000_9,4
20211MP66_20210413_040000_90,4
20211MP66_20210413_040000_91,4
20211MP66_20210413_050000_0,0
20211MP66_20210413_050000_1,0
20211MP66_20210413_050000_10,0
20211MP66_20210413_050000_100,3
20211MP66_20210413_050000_101,3
20211MP66_20210413_050000_102,3
20211MP66_20210413_050000_103,3
20211MP66_20210413_050000_106,3
20211MP66_20210413_050000_107,3
20211MP66_20210413_050000_108,3
20211MP66_20210413_050000_11,0
20211MP66_20210413_050000_110,3
20211MP66_20210413_050000_111,3
20211MP66_20210413_050000_12,0
20211MP66_20210413_050000_13,0
20211MP66_20210413_050000_14,0
20211MP66_20210413_050000_15,0
20211MP66_20210413_050000_16,0
20211MP66_20210413_050000_17,0
20211MP66_20210413_050000_18,0
20211MP66_20210413_050000_19,0
20211MP66_20210413_050000_2,0
20211MP66_20210413_050000_20,0
20211MP66_20210413_050000_21,0
20211MP66_20210413_050000_22,0
20211MP66_20210413_050000_23,0
20211MP66_20210413_050000_24,0
20211MP66_20210413_050000_26,4
20211MP66_20210413_050000_27,4
20211MP66_20210413_050000_28,4
20211MP66_20210413_050000_29,4
20211MP66_20210413_050000_3,0
20211MP66_20210413_050000_30,4
20211MP66_20210413_050000_31,4
20211MP66_20210413_050000_32,4
20211MP66_20210413_050000_33,4
20211MP66_20210413_050000_34,4
20211MP66_20210413_050000_39,4
20211MP66_20210413_050000_4,0
20211MP66_20210413_050000_40,4
20211MP66_20210413_050000_41,4
20211MP66_20210413_050000_42,4
20211MP66_20210413_050000_43,4
20211MP66_20210413_050000_5,0
20211MP66_20210413_050000_6,0
20211MP66_20210413_050000_63,7
20211MP66_20210413_050000_65,7
20211MP66_20210413_050000_66,7
20211MP66_20210413_050000_69,7
20211MP66_20210413_050000_7,0
20211MP66_20210413_050000_70,7
20211MP66_20210413_050000_71,7
20211MP66_20210413_050000_73,7
20211MP66_20210413_050000_8,0
20211MP66_20210413_050000_9,0
20211MP66_20210413_050000_94,7
20211MP66_20210413_050000_98,3
20211MP69_20210402_050000_11,3
20211MP69_20210402_050000_13,0
20211MP69_20210402_050000_14,0
20211MP69_20210402_050000_15,0
20211MP69_20210402_050000_16,0
20211MP69_20210402_050000_17,0
20211MP69_20210402_050000_18,0
20211MP69_20210402_050000_19,0
20211MP69_20210402_050000_20,0
20211MP69_20210402_050000_21,0
20211MP69_20210402_050000_22,0
20211MP69_20210402_050000_23,0
20211MP69_20210402_050000_24,0
20211MP69_20210402_050000_25,0
20211MP69_20210402_050000_26,0
20211MP69_20210402_050000_27,0
20211MP69_20210402_050000_28,0
20211MP69_20210402_050000_29,0
20211MP69_20210402_050000_30,0
20211MP69_20210402_050000_31,0
20211MP69_20210402_050000_32,0
20211MP69_20210402_050000_33,0
20211MP69_20210402_050000_34,0
20211MP69_20210402_050000_35,0
20211MP69_20210402_050000_36,0
20211MP69_20210402_050000_37,0
20211MP69_20210402_050000_38,0
20211MP69_20210402_050000_39,0
20211MP69_20210402_050000_4,4
20211MP69_20210402_050000_40,0
20211MP69_20210402_050000_41,0
20211MP69_20210402_050000_42,0
20211MP69_20210402_050000_6,3
20211MP69_20210402_050000_7,3
20211MP69_20210402_050000_9,3
20211MP69_20210408_050000_0,2
20211MP69_20210408_050000_1,2
20211MP69_20210408_050000_10,2
20211MP69_20210408_050000_11,2
20211MP69_20210408_050000_12,2
20211MP69_20210408_050000_13,2
20211MP69_20210408_050000_14,2
20211MP69_20210408_050000_15,2
20211MP69_20210408_050000_18,0
20211MP69_20210408_050000_2,2
20211MP69_20210408_050000_20,0
20211MP69_20210408_050000_21,0
20211MP69_20210408_050000_22,0
20211MP69_20210408_050000_23,0
20211MP69_20210408_050000_24,0
20211MP69_20210408_050000_25,0
20211MP69_20210408_050000_26,0
20211MP69_20210408_050000_27,0
20211MP69_20210408_050000_28,0
20211MP69_20210408_050000_29,0
20211MP69_20210408_050000_3,2
20211MP69_20210408_050000_30,0
20211MP69_20210408_050000_31,0
20211MP69_20210408_050000_4,2
20211MP69_20210408_050000_48,2
20211MP69_20210408_050000_5,2
20211MP69_20210408_050000_50,2
20211MP69_20210408_050000_51,2
20211MP69_20210408_050000_6,2
20211MP69_20210408_050000_7,2
20211MP69_20210408_050000_8,2
20211MP69_20210408_050000_9,2
20211MP69_20210409_060000_10,0
20211MP69_20210409_060000_11,0
20211MP69_20210409_060000_12,0
20211MP69_20210409_060000_13,0
20211MP69_20210409_060000_14,0
20211MP69_20210409_060000_15,0
20211MP69_20210409_060000_17,0
20211MP69_20210409_060000_18,0
20211MP69_20210409_060000_20,0
20211MP69_20210409_060000_21,0
20211MP69_20210409_060000_22,0
20211MP69_20210409_060000_23,0
20211MP69_20210409_060000_24,0
20211MP69_20210409_060000_25,0
20211MP69_20210409_060000_26,0
20211MP69_20210409_060000_27,0
20211MP69_20210409_060000_3,0
20211MP69_20210409_060000_33,0
20211MP69_20210409_060000_34,0
20211MP69_20210409_060000_35,0
20211MP69_20210409_060000_36,0
20211MP69_20210409_060000_38,0
20211MP69_20210409_060000_39,0
20211MP69_20210409_060000_40,0
20211MP69_20210409_060000_41,0
20211MP69_20210409_060000_42,0
20211MP69_20210409_060000_43,0
20211MP69_20210409_060000_44,0
20211MP69_20210409_060000_45,0
20211MP69_20210409_060000_46,0
20211MP69_20210409_060000_47,0
20211MP69_20210409_060000_48,0
20211MP69_20210409_060000_49,0
20211MP69_20210409_060000_50,0
20211MP69_20210409_060000_51,0
20211MP69_20210409_060000_52,0
20211MP69_20210409_060000_53,0
20211MP69_20210409_060000_54,0
20211MP69_20210409_060000_6,0
20211MP69_20210409_060000_66,3
20211MP69_20210409_060000_8,0
20211MP69_20210409_060000_9,0
20211MP69_20210410_050000_0,2
20211MP69_20210410_050000_2,2
20211MP69_20210410_060000_10,2
20211MP69_20210410_060000_11,2
20211MP69_20210410_060000_111,4
20211MP69_20210410_060000_12,2
20211MP69_20210410_060000_13,2
20211MP69_20210410_060000_14,2
20211MP69_20210410_060000_15,2
20211MP69_20210410_060000_16,2
20211MP69_20210410_060000_17,2
20211MP69_20210410_060000_18,2
20211MP69_20210410_060000_19,2
20211MP69_20210410_060000_20,2
20211MP69_20210410_060000_21,2
20211MP69_20210410_060000_22,2
20211MP69_20210410_060000_23,2
20211MP69_20210410_060000_24,2
20211MP69_20210410_060000_25,2
20211MP69_20210410_060000_26,2
20211MP69_20210410_060000_27,2
20211MP69_20210410_060000_28,2
20211MP69_20210410_060000_29,2
20211MP69_20210410_060000_30,2
20211MP69_20210410_060000_31,2
20211MP69_20210410_060000_32,2
20211MP69_20210410_060000_33,2
20211MP69_20210410_060000_34,2
20211MP69_20210410_060000_35,2
20211MP69_20210410_060000_36,2
20211MP69_20210410_060000_37,2
20211MP69_20210410_060000_38,2
20211MP69_20210410_060000_4,2
20211MP69_20210410_060000_40,2
20211MP69_20210410_060000_41,2
20211MP69_20210410_060000_42,2
20211MP69_20210410_060000_43,2
20211MP69_20210410_060000_44,2
20211MP69_20210410_060000_45,2
20211MP69_20210410_060000_46,2
20211MP69_20210410_060000_47,2
20211MP69_20210410_060000_48,2
20211MP69_20210410_060000_49,2
20211MP69_20210410_060000_5,2
20211MP69_20210410_060000_50,2
20211MP69_20210410_060000_51,2
20211MP69_20210410_060000_52,2
20211MP69_20210410_060000_53,2
20211MP69_20210410_060000_54,2
20211MP69_20210410_060000_55,2
20211MP69_20210410_060000_56,2
20211MP69_20210410_060000_57,2
20211MP69_20210410_060000_58,2
20211MP69_20210410_060000_59,2
20211MP69_20210410_060000_6,2
